function	file	line	claim_raw	claim_start_label	claim_end_label	mapped_module	mapped_start_label	mapped_start_value	mapped_end_label	mapped_end_value	status	note
AS_CHECK_BUMP	src/core/asm_port_strlt2.cpp	501	AS_CHECK_BUMP (inclusive) .. AS_CHECK_EXIT (exclusive)	AS_CHECK_BUMP	AS_CHECK_EXIT	asrom	AS_CHECK_BUMP	0xe552	AS_CHECK_EXIT	0xe55d	resolved-range	ok
AS_CHECK_EXIT	src/core/asm_port_strlt2.cpp	511	AS_CHECK_EXIT (inclusive) .. AS_MOVE_HIGHEST_STRING_TO_TOP	AS_CHECK_EXIT	AS_MOVE_HIGHEST_STRING_TO_TOP	asrom	AS_CHECK_EXIT	0xe55d	AS_MOVE_HIGHEST_STRING_TO_TOP	0xe562	resolved-range	ok
AS_MOVE_HIGHEST_STRING_TO_TOP	src/core/asm_port_strlt2.cpp	525	AS_MOVE_HIGHEST_STRING_TO_TOP (inclusive) .. AS_CAT (exclusive)	AS_MOVE_HIGHEST_STRING_TO_TOP	AS_CAT	asrom	AS_MOVE_HIGHEST_STRING_TO_TOP	0xe562	AS_CAT	0xe597	resolved-range	ok
AS_CAT_impl	src/core/asm_port_strlt2.cpp	575	AS_CAT (inclusive) .. AS_MOVINS (exclusive)	AS_CAT	AS_MOVINS	asrom	AS_CAT	0xe597	AS_MOVINS	0xe5d4	resolved-range	ok
AS_MOVSTR	src/core/asm_port_strlt2.cpp	608	AS_MOVSTR (inclusive) .. AS_MOVSTR_1 (exclusive)	AS_MOVSTR	AS_MOVSTR_1	asrom	AS_MOVSTR	0xe5e2	AS_MOVSTR_1	0xe5e6	resolved-range	ok
AS_MOVSTR_1	src/core/asm_port_strlt2.cpp	619	AS_MOVSTR_1 (inclusive) .. AS_FRESTR (exclusive)	AS_MOVSTR_1	AS_FRESTR	asrom	AS_MOVSTR_1	0xe5e6	AS_FRESTR	0xe5fd	resolved-range	ok
AS_FRESTR	src/core/asm_port_strlt2.cpp	638	AS_FRESTR (inclusive) .. AS_FREFAC (exclusive)	AS_FRESTR	AS_FREFAC	asrom	AS_FRESTR	0xe5fd	AS_FREFAC	0xe600	resolved-range	ok
AS_FREFAC_impl	src/core/asm_port_strlt2.cpp	647	AS_FREFAC (inclusive) .. AS_FRETMP (exclusive)	AS_FREFAC	AS_FRETMP	asrom	AS_FREFAC	0xe600	AS_FRETMP	0xe604	resolved-range	ok
AS_PUTNEW	src/core/asm_port_strlt2.cpp	655	AS_PUTNEW (inclusive) .. AS_JERR (exclusive)	AS_PUTNEW	AS_JERR	asrom	AS_PUTNEW	0xe42a	AS_JERR	0xe432	resolved-range	ok
AS_JERR	src/core/asm_port_strlt2.cpp	673	AS_JERR (inclusive) .. AS_PUTEMP (exclusive)	AS_JERR	AS_PUTEMP	asrom	AS_JERR	0xe432	AS_PUTEMP	0xe435	resolved-range	ok
AS_PUTEMP	src/core/asm_port_strlt2.cpp	679	AS_PUTEMP (inclusive) .. AS_GETSPA (exclusive)	AS_PUTEMP	AS_GETSPA	asrom	AS_PUTEMP	0xe435	AS_GETSPA	0xe452	resolved-range	ok
AS_FREFAC	src/core/asm_port_strlt2.cpp	704	AS_FREFAC (inclusive) .. AS_FRETMP (exclusive)	AS_FREFAC	AS_FRETMP	asrom	AS_FREFAC	0xe600	AS_FRETMP	0xe604	resolved-range	ok
AS_STRINI	src/core/asm_port_strlt2.cpp	708	AS_STRINI (inclusive) .. AS_STRSPA (exclusive)	AS_STRINI	AS_STRSPA	asrom	AS_STRINI	0xe3d5	AS_STRSPA	0xe3dd	resolved-range	ok
AS_STRSPA	src/core/asm_port_strlt2.cpp	721	AS_STRSPA (inclusive) .. AS_STRLIT (exclusive)	AS_STRSPA	AS_STRLIT	asrom	AS_STRSPA	0xe3dd	AS_STRLIT	0xe3e7	resolved-range	ok
AS_LEN	src/core/asm_port_strlt2.cpp	735	AS_LEN (inclusive) .. AS_GETSTR (exclusive)	AS_LEN	AS_GETSTR	asrom	AS_LEN	0xe6d6	AS_GETSTR	0xe6dc	resolved-range	ok
AS_GETSTR	src/core/asm_port_strlt2.cpp	746	AS_GETSTR (inclusive) .. AS_ASC (exclusive)	AS_GETSTR	AS_ASC	asrom	AS_GETSTR	0xe6dc	AS_ASC	0xe6e5	resolved-range	ok
AS_ASC	src/core/asm_port_strlt2.cpp	759	AS_ASC (inclusive) .. AS_GOIQ (exclusive)	AS_ASC	AS_GOIQ	asrom	AS_ASC	0xe6e5	AS_GOIQ	0xe6f2	resolved-range	ok
AS_GOIQ	src/core/asm_port_strlt2.cpp	776	AS_GOIQ (inclusive) .. AS_GTBYTC (exclusive)	AS_GOIQ	AS_GTBYTC	asrom	AS_GOIQ	0xe6f2	AS_GTBYTC	0xe6f5	resolved-range	ok
AS_GARBAG	src/core/asm_port_strlt2.cpp	784	AS_GARBAG (inclusive) .. AS_FIND_HIGHEST_STRING (exclusive)	AS_GARBAG	AS_FIND_HIGHEST_STRING	asrom	AS_GARBAG	0xe484	AS_FIND_HIGHEST_STRING	0xe488	resolved-range	ok
AS_MOVINS	src/core/asm_port_strlt2.cpp	795	AS_MOVINS (inclusive) .. AS_MOVSTR (exclusive)	AS_MOVINS	AS_MOVSTR	asrom	AS_MOVINS	0xe5d4	AS_MOVSTR	0xe5e2	resolved-range	ok
AS_FRETMP	src/core/asm_port_strlt2.cpp	807	AS_FRETMP (inclusive) .. AS_FRETMS (exclusive)	AS_FRETMP	AS_FRETMS	asrom	AS_FRETMP	0xe604	AS_FRETMS	0xe635	resolved-range	ok
AS_FRETMS	src/core/asm_port_strlt2.cpp	828	AS_FRETMS (inclusive) .. AS_CHRSTR (exclusive)	AS_FRETMS	AS_CHRSTR	asrom	AS_FRETMS	0xe635	AS_CHRSTR	0xe646	resolved-range	ok
AS_CHRSTR	src/core/asm_port_strlt2.cpp	848	AS_CHRSTR (inclusive) .. AS_LEFTSTR (exclusive)	AS_CHRSTR	AS_LEFTSTR	asrom	AS_CHRSTR	0xe646	AS_LEFTSTR	0xe65a	resolved-range	ok
AS_LEFTSTR	src/core/asm_port_strlt2.cpp	883	AS_LEFTSTR (inclusive) .. AS_RIGHTSTR (exclusive)	AS_LEFTSTR	AS_RIGHTSTR	asrom	AS_LEFTSTR	0xe65a	AS_RIGHTSTR	0xe686	resolved-range	ok
AS_RIGHTSTR	src/core/asm_port_strlt2.cpp	898	AS_RIGHTSTR (inclusive) .. AS_MIDSTR (exclusive)	AS_RIGHTSTR	AS_MIDSTR	asrom	AS_RIGHTSTR	0xe686	AS_MIDSTR	0xe691	resolved-range	ok
AS_MIDSTR	src/core/asm_port_strlt2.cpp	915	AS_MIDSTR (inclusive) .. AS_SUBSTRING_SETUP (exclusive)	AS_MIDSTR	AS_SUBSTRING_SETUP	asrom	AS_MIDSTR	0xe691	AS_SUBSTRING_SETUP	0xe6b9	resolved-range	ok
AS_STRLT2	src/core/asm_port_strlt2.cpp	944	AS_STRLT2 (inclusive) .. AS_PUTNEW (exclusive)	AS_STRLT2	AS_PUTNEW	asrom	AS_STRLT2	0xe3ed	AS_PUTNEW	0xe42a	resolved-range	ok
AS_POINT	src/core/asm_port_strtxt.cpp	19	AS_POINT (inclusive) .. AS_GTNUM (exclusive)	AS_POINT	AS_GTNUM	asrom	AS_POINT	0xe73d	AS_GTNUM	0xe746	resolved-range	ok
AS_TRACE	src/core/asm_port_token_address_table.cpp	107	AS_TRACE (inclusive) .. AS_NORMAL (exclusive)	AS_TRACE	AS_NORMAL	asrom	AS_TRACE	0xf26d	AS_NORMAL	0xf273	resolved-range	ok
AS_TOKEN_ADDRESS_TABLE	src/core/asm_port_token_address_table.cpp	159	AS_TOKEN_ADDRESS_TABLE (inclusive) .. AS_UNFNC (exclusive)	AS_TOKEN_ADDRESS_TABLE	AS_UNFNC	asrom	AS_TOKEN_ADDRESS_TABLE	0xd000	AS_UNFNC	0xd080	resolved-range	ok
AS_TOKEN_NAME_TABLE	src/core/asm_port_token_name_table.cpp	3	AS_TOKEN_NAME_TABLE (inclusive) .. AS_ERROR_MESSAGES (exclusive)	AS_TOKEN_NAME_TABLE	AS_ERROR_MESSAGES	asrom	AS_TOKEN_NAME_TABLE	0xd0d0	AS_ERROR_MESSAGES	0xd260	resolved-range	ok
facToDouble	src/core/asm_port_unfnc.cpp	3	AS_UNFNC (inclusive) .. AS_MATHTBL (exclusive)	AS_UNFNC	AS_MATHTBL	asrom	AS_UNFNC	0xd080	AS_MATHTBL	0xd0b2	resolved-range	ok
AS_PDL	src/core/asm_port_unfnc.cpp	210	AS_PDL (inclusive) .. AS_NXDIM (exclusive)	AS_PDL	AS_NXDIM	asrom	AS_PDL	0xdfcd	AS_NXDIM	0xdfd6	resolved-range	ok
AS_SGN	src/core/asm_port_unfnc.cpp	224	AS_SGN (inclusive) .. AS_ABS (exclusive)	AS_SGN	AS_ABS	asrom	AS_SGN	0xeb90	AS_ABS	0xebaf	resolved-range	ok
AS_INT_fn	src/core/asm_port_unfnc.cpp	239	AS_INT (inclusive) .. AS_QINT_3 (exclusive)	AS_INT	AS_QINT_3	asrom	AS_INT	0xec23	AS_QINT_3	0xec40	resolved-range	ok
