function	file	line	claim_raw	claim_start_label	claim_end_label	mapped_module	mapped_start_label	mapped_start_value	mapped_end_label	mapped_end_value	status	note
AS_NOTMATH	src/core/asm_port_core.cpp	1957	AS_NOTMATH (inclusive) .. AS_FRM_PERFORM_1 (exclusive)	AS_NOTMATH	AS_FRM_PERFORM_1	asrom	AS_NOTMATH	0xde35	AS_FRM_PERFORM_1	0xde3a	resolved-range	ok
AS_FRM_PERFORM_1	src/core/asm_port_core.cpp	1979	AS_FRM_PERFORM_1 (inclusive) .. AS_FRM_ELEMENT (exclusive)	AS_FRM_PERFORM_1	AS_FRM_ELEMENT	asrom	AS_FRM_PERFORM_1	0xde3a	AS_FRM_ELEMENT	0xde60	resolved-range	ok
MON_SCRN	src/core/asm_port_core.cpp	2012	MON_SCRN (inclusive) .. MON_INSDS1 (exclusive)	MON_SCRN	MON_INSDS1	asrom	MON_SCRN	0xf871	MON_INSDS1	0xf882	resolved-range	ok
NMI_VECTOR	src/core/asm_port_core.cpp	2050	M6502VEC (inclusive) .. end of listing (exclusive)	M6502VEC	end						unresolved	no-module-match
MON_IRQ	src/core/asm_port_core.cpp	2079	IRQ (inclusive) .. BREAK (exclusive)	IRQ	BREAK						unresolved	no-module-match
AS_FCOMP	src/core/asm_port_core.cpp	2110	AS_FCOMP (inclusive) .. AS_FCOMP2 (exclusive)	AS_FCOMP	AS_FCOMP2	asrom	AS_FCOMP	0xebb2	AS_FCOMP2	0xebb4	resolved-range	ok
CompareArgAndFacStrings	src/core/asm_port_core.cpp	2125	STRCMP_1 (inclusive) .. PDL (exclusive)	STRCMP_1	PDL						unresolved	no-module-match
MON_PREAD	src/core/asm_port_core.cpp	2171	MON_PREAD (inclusive) .. MON_INIT (exclusive)	MON_PREAD	MON_INIT	asrom	MON_PREAD	0xfb1e	MON_INIT	0xfb2f	resolved-range	ok
AS_ERROR	src/core/asm_port_error_handling.cpp	25	AS_ERROR (inclusive) .. AS_PRINT_ERROR_LINNUM (exclusive)	AS_ERROR	AS_PRINT_ERROR_LINNUM	asrom	AS_ERROR	0xd412	AS_PRINT_ERROR_LINNUM	0xd431	resolved-range	ok
AS_MEMERR	src/core/asm_port_error_handling.cpp	47	AS_MEMERR (inclusive) .. AS_ERROR (exclusive)	AS_MEMERR	AS_ERROR	asrom	AS_MEMERR	0xd410	AS_ERROR	0xd412	resolved-range	ok
AS_PRINT_ERROR_LINNUM	src/core/asm_port_error_handling.cpp	56	AS_PRINT_ERROR_LINNUM (inclusive) .. AS_RESTART (exclusive)	AS_PRINT_ERROR_LINNUM	AS_RESTART	asrom	AS_PRINT_ERROR_LINNUM	0xd431	AS_RESTART	0xd43c	resolved-range	ok
AS_ERROR_MESSAGES	src/core/asm_port_error_messages.cpp	3	AS_ERROR_MESSAGES (inclusive) .. AS_QT_ERROR (exclusive)	AS_ERROR_MESSAGES	AS_QT_ERROR	asrom	AS_ERROR_MESSAGES	0xd260	AS_QT_ERROR	0xd350	resolved-range	ok
AS_INVERSE	src/core/asm_port_graphics.cpp	28	AS_NORMAL (inclusive) .. AS_INVERSE (exclusive)	AS_NORMAL	AS_INVERSE	asrom	AS_NORMAL	0xf273	AS_INVERSE	0xf277	resolved-range	ok
AS_FLASH	src/core/asm_port_graphics.cpp	38	AS_INVERSE (inclusive) .. AS_FLASH (exclusive)	AS_INVERSE	AS_FLASH	asrom	AS_INVERSE	0xf277	AS_FLASH	0xf280	resolved-range	ok
AS_FLASH	src/core/asm_port_graphics.cpp	47	AS_FLASH (inclusive) .. AS_HIMEM (exclusive)	AS_FLASH	AS_HIMEM	asrom	AS_FLASH	0xf280	AS_HIMEM	0xf286	resolved-range	ok
MON_SETCOL	src/core/asm_port_graphics.cpp	56	MON_SETCOL (inclusive) .. MON_SCRN (exclusive)	MON_SETCOL	MON_SCRN	asrom	MON_SETCOL	0xf864	MON_SCRN	0xf871	resolved-range	ok
MON_IOPRT	src/core/asm_port_graphics.cpp	70	TABV (inclusive) .. external AS_VTAB jump target (exclusive)	TABV	AS_VTAB						unresolved	no-module-match
MON_IOPRT	src/core/asm_port_graphics.cpp	75	AS_VTAB (inclusive) .. ESC1 (exclusive)	AS_VTAB	ESC1						unresolved	no-module-match
MON_INPORT	src/core/asm_port_graphics.cpp	105	IOPRT (inclusive) .. XBASIC (exclusive)	IOPRT	XBASIC						unresolved	no-module-match
MON_OUTPORT	src/core/asm_port_graphics.cpp	133	INPORT (inclusive) .. SETVID (exclusive)	INPORT	SETVID						unresolved	no-module-match
MON_PLOT	src/core/asm_port_graphics.cpp	147	OUTPORT (inclusive) .. IOPRT (exclusive)	OUTPORT	IOPRT						unresolved	no-module-match
MON_PLOT	src/core/asm_port_graphics.cpp	161	MON_PLOT (inclusive) .. MON_HLINE (exclusive)	MON_PLOT	MON_HLINE	asrom	MON_PLOT	0xf800	MON_HLINE	0xf819	resolved-range	ok
MON_HLINE	src/core/asm_port_graphics.cpp	195	MON_HLINE (inclusive) .. MON_VLINEZ (exclusive)	MON_HLINE	MON_VLINEZ	asrom	MON_HLINE	0xf819	MON_VLINEZ	0xf826	resolved-range	ok
MON_VLINE	src/core/asm_port_graphics.cpp	212	MON_VLINEZ (inclusive) .. MON_CLRSCR (exclusive)	MON_VLINEZ	MON_CLRSCR	asrom	MON_VLINEZ	0xf826	MON_CLRSCR	0xf832	resolved-range	ok
MON_CLRSCR	src/core/asm_port_graphics.cpp	243	MON_CLRSCR (inclusive) .. MON_GBASCALC (exclusive)	MON_CLRSCR	MON_GBASCALC	asrom	MON_CLRSCR	0xf832	MON_GBASCALC	0xf847	resolved-range	ok
MON_GBASCALC	src/core/asm_port_graphics.cpp	249	MON_GBASCALC (inclusive) .. MON_NXTCOL (exclusive)	MON_GBASCALC	MON_NXTCOL	asrom	MON_GBASCALC	0xf847	MON_NXTCOL	0xf85f	resolved-range	ok
MON_NXTCOL	src/core/asm_port_graphics.cpp	268	MON_NXTCOL (inclusive) .. MON_SETCOL (exclusive)	MON_NXTCOL	MON_SETCOL	asrom	MON_NXTCOL	0xf85f	MON_SETCOL	0xf864	resolved-range	ok
MON_CLREOL	src/core/asm_port_graphics.cpp	281	HOME (inclusive) .. CR (exclusive)	HOME	CR						unresolved	no-module-match
MON_SETTXT	src/core/asm_port_graphics.cpp	314	CLREOL (inclusive) .. RTS (exclusive)	CLREOL	RTS						unresolved	no-module-match
MON_SETGR	src/core/asm_port_graphics.cpp	335	SETTXT (inclusive) .. SETGR (exclusive)	SETTXT	SETGR						unresolved	no-module-match
HOME	src/core/asm_port_graphics.cpp	355	SETGR (inclusive) .. SETWND (exclusive)	SETGR	SETWND						unresolved	no-module-match
AS_GR	src/core/asm_port_graphics.cpp	377	MON_HOME (inclusive) .. AS_ROT (exclusive)	MON_HOME	AS_ROT	asrom	MON_HOME	0xfc58	AS_ROT	0xf721	skipped-ambiguous-range	end-not-greater-than-start
AS_TEXT	src/core/asm_port_graphics.cpp	387	AS_GR (inclusive) .. AS_TEXT (exclusive)	AS_GR	AS_TEXT	asrom	AS_GR	0xf390	AS_TEXT	0xf399	resolved-range	ok
AS_HTAB	src/core/asm_port_graphics.cpp	401	AS_TEXT (inclusive) .. AS_STORE (exclusive)	AS_TEXT	AS_STORE	asrom	AS_TEXT	0xf399	AS_STORE	0xf39f	resolved-range	ok
AS_HTAB	src/core/asm_port_graphics.cpp	412	AS_HTAB (inclusive) .. MON_PLOT (exclusive)	AS_HTAB	MON_PLOT	asrom	AS_HTAB	0xf7e7	MON_PLOT	0xf800	resolved-range	ok
AS_HGR	src/core/asm_port_graphics.cpp	435	AS_HGR2 (inclusive) .. AS_SETHPG (exclusive)	AS_HGR2	AS_SETHPG	asrom	AS_HGR2	0xf3d8	AS_SETHPG	0xf3ea	resolved-range	ok
STHPG	src/core/asm_port_graphics.cpp	448	AS_HGR (inclusive) .. AS_SETHPG (exclusive)	AS_HGR	AS_SETHPG	asrom	AS_HGR	0xf3e2	AS_SETHPG	0xf3ea	resolved-range	ok
AS_HCLR	src/core/asm_port_graphics.cpp	461	AS_SETHPG (inclusive) .. AS_HCLR (exclusive)	AS_SETHPG	AS_HCLR	asrom	AS_SETHPG	0xf3ea	AS_HCLR	0xf3f2	resolved-range	ok
AS_HCLR	src/core/asm_port_graphics.cpp	475	AS_HCLR (inclusive) .. AS_BKGND (exclusive)	AS_HCLR	AS_BKGND	asrom	AS_HCLR	0xf3f2	AS_BKGND	0xf3f6	resolved-range	ok
AS_BKGND	src/core/asm_port_graphics.cpp	486	AS_BKGND (inclusive) .. AS_L_BKGND_1 (exclusive)	AS_BKGND	AS_L_BKGND_1	asrom	AS_BKGND	0xf3f6	AS_L_BKGND_1	0xf3fe	resolved-range	ok
AS_L_BKGND_1	src/core/asm_port_graphics.cpp	498	AS_L_BKGND_1 (inclusive) .. AS_HPOSN (exclusive)	AS_L_BKGND_1	AS_HPOSN	asrom	AS_L_BKGND_1	0xf3fe	AS_HPOSN	0xf411	resolved-range	ok
AS_ROT	src/core/asm_port_graphics.cpp	515	AS_HCOLOR (inclusive) .. AS_HPLOT (exclusive)	AS_HCOLOR	AS_HPLOT	asrom	AS_HCOLOR	0xf6e9	AS_HPLOT	0xf6fe	resolved-range	ok
AS_SCALE	src/core/asm_port_graphics.cpp	535	AS_ROT (inclusive) .. AS_SCALE (exclusive)	AS_ROT	AS_SCALE	asrom	AS_ROT	0xf721	AS_SCALE	0xf727	resolved-range	ok
AS_HPOSN	src/core/asm_port_graphics.cpp	545	AS_SCALE (inclusive) .. AS_DRWPNT (exclusive)	AS_SCALE	AS_DRWPNT	asrom	AS_SCALE	0xf727	AS_DRWPNT	0xf72d	resolved-range	ok
AS_HFNS	src/core/asm_port_graphics.cpp	563	AS_HPOSN (inclusive) .. AS_HPLOT0 (exclusive)	AS_HPOSN	AS_HPLOT0	asrom	AS_HPOSN	0xf411	AS_HPLOT0	0xf457	resolved-range	ok
AS_GGERR	src/core/asm_port_graphics.cpp	607	AS_HFNS (inclusive) .. AS_GGERR (exclusive)	AS_HFNS	AS_GGERR	asrom	AS_HFNS	0xf6b9	AS_GGERR	0xf6e6	resolved-range	ok
AS_GGERR	src/core/asm_port_graphics.cpp	636	AS_GGERR (inclusive) .. AS_HCOLOR (exclusive)	AS_GGERR	AS_HCOLOR	asrom	AS_GGERR	0xf6e6	AS_HCOLOR	0xf6e9	resolved-range	ok
AS_HGLIN	src/core/asm_port_graphics.cpp	643	AS_HPLOT0 (inclusive) .. AS_MOVE_LEFT_OR_RIGHT (exclusive)	AS_HPLOT0	AS_MOVE_LEFT_OR_RIGHT	asrom	AS_HPLOT0	0xf457	AS_MOVE_LEFT_OR_RIGHT	0xf465	resolved-range	ok
AS_HPLOT	src/core/asm_port_graphics.cpp	665	AS_HGLIN (inclusive) .. AS_DRAW0 (exclusive)	AS_HGLIN	AS_DRAW0	asrom	AS_HGLIN	0xf53a	AS_DRAW0	0xf601	resolved-range	ok
AS_HPLOT	src/core/asm_port_graphics.cpp	722	AS_HPLOT (inclusive) .. AS_ROT (exclusive)	AS_HPLOT	AS_ROT	asrom	AS_HPLOT	0xf6fe	AS_ROT	0xf721	resolved-range	ok
AS_DRWPNT	src/core/asm_port_graphics.cpp	756	AS_DRWPNT (inclusive) .. AS_DRAW (exclusive)	AS_DRWPNT	AS_DRAW	asrom	AS_DRWPNT	0xf72d	AS_DRAW	0xf769	resolved-range	ok
AS_LRUDX1	src/core/asm_port_graphics.cpp	937	AS_MOVE_LEFT_OR_RIGHT (inclusive) .. AS_HGLIN (exclusive)	AS_MOVE_LEFT_OR_RIGHT	AS_HGLIN	asrom	AS_MOVE_LEFT_OR_RIGHT	0xf465	AS_HGLIN	0xf53a	resolved-range	ok
AS_DRAW	src/core/asm_port_graphics.cpp	1009	AS_DRAW (inclusive) .. AS_XDRAW (exclusive)	AS_DRAW	AS_XDRAW	asrom	AS_DRAW	0xf769	AS_XDRAW	0xf76f	resolved-range	ok
AS_XDRAW	src/core/asm_port_graphics.cpp	1020	AS_XDRAW (inclusive) .. AS_SHLOAD (exclusive)	AS_XDRAW	AS_SHLOAD	asrom	AS_XDRAW	0xf76f	AS_SHLOAD	0xf775	resolved-range	ok
AS_SHLOAD	src/core/asm_port_graphics.cpp	1031	AS_SHLOAD (inclusive) .. AS_TAPEPNT (exclusive)	AS_SHLOAD	AS_TAPEPNT	asrom	AS_SHLOAD	0xf775	AS_TAPEPNT	0xf7bc	resolved-range	ok
AS_VTAB	src/core/asm_port_graphics.cpp	1042	AS_COLOR (inclusive) .. AS_VTAB (exclusive)	AS_COLOR	AS_VTAB	asrom	AS_COLOR	0xf24f	AS_VTAB	0xf256	resolved-range	ok
AS_HIMEM	src/core/asm_port_graphics.cpp	1052	AS_VTAB (inclusive) .. AS_SPEED (exclusive)	AS_VTAB	AS_SPEED	asrom	AS_VTAB	0xf256	AS_SPEED	0xf262	resolved-range	ok
AS_LOMEM	src/core/asm_port_graphics.cpp	1068	AS_HIMEM (inclusive) .. AS_LOMEM (exclusive)	AS_HIMEM	AS_LOMEM	asrom	AS_HIMEM	0xf286	AS_LOMEM	0xf2a6	resolved-range	ok
AS_SPEED	src/core/asm_port_graphics.cpp	1099	AS_LOMEM (inclusive) .. AS_ONERR (exclusive)	AS_LOMEM	AS_ONERR	asrom	AS_LOMEM	0xf2a6	AS_ONERR	0xf2cb	resolved-range	ok
AS_PLOTFNS	src/core/asm_port_graphics.cpp	1144	AS_SPEED (inclusive) .. AS_TRACE (exclusive)	AS_SPEED	AS_TRACE	asrom	AS_SPEED	0xf262	AS_TRACE	0xf26d	resolved-range	ok
AS_GOERR	src/core/asm_port_graphics.cpp	1156	AS_PLOTFNS (inclusive) .. AS_GOERR (exclusive)	AS_PLOTFNS	AS_GOERR	asrom	AS_PLOTFNS	0xf1ec	AS_GOERR	0xf206	resolved-range	ok
AS_LINCOOR	src/core/asm_port_graphics.cpp	1188	AS_GOERR (inclusive) .. AS_LINCOOR (exclusive)	AS_GOERR	AS_LINCOOR	asrom	AS_GOERR	0xf206	AS_LINCOOR	0xf209	resolved-range	ok
AS_PLOT	src/core/asm_port_graphics.cpp	1197	AS_LINCOOR (inclusive) .. AS_PLOT (exclusive)	AS_LINCOOR	AS_PLOT	asrom	AS_LINCOOR	0xf209	AS_PLOT	0xf225	resolved-range	ok
AS_HLIN	src/core/asm_port_graphics.cpp	1231	AS_PLOT (inclusive) .. AS_HLIN (exclusive)	AS_PLOT	AS_HLIN	asrom	AS_PLOT	0xf225	AS_HLIN	0xf232	resolved-range	ok
AS_VLIN	src/core/asm_port_graphics.cpp	1250	AS_HLIN (inclusive) .. AS_VLIN (exclusive)	AS_HLIN	AS_VLIN	asrom	AS_HLIN	0xf232	AS_VLIN	0xf241	resolved-range	ok
AS_VLIN	src/core/asm_port_graphics.cpp	1269	AS_VLIN (inclusive) .. AS_COLOR (exclusive)	AS_VLIN	AS_COLOR	asrom	AS_VLIN	0xf241	AS_COLOR	0xf24f	resolved-range	ok
AS_GTFORPNT	src/core/asm_port_gtforpnt.cpp	28	AS_GTFORPNT (inclusive) .. AS_BLTU (exclusive)	AS_GTFORPNT	AS_BLTU	asrom	AS_GTFORPNT	0xd365	AS_BLTU	0xd393	resolved-range	ok
AS_INLIN	src/core/asm_port_inlin.cpp	9	AS_INLIN (inclusive) .. AS_INCHR (exclusive)	AS_INLIN	AS_INCHR	asrom	AS_INLIN	0xd52c	AS_INCHR	0xd553	resolved-range	ok
MON_KEYIN	src/core/asm_port_inlin2.cpp	42	KEYIN (inclusive) .. ESC (exclusive)	KEYIN	ESC						unresolved	no-module-match
MON_RDKEY	src/core/asm_port_inlin2.cpp	75	RDKEY (inclusive) .. RDCHAR (exclusive)	RDKEY	RDCHAR						unresolved	no-module-match
AS_INCHR	src/core/asm_port_inlin2.cpp	132	AS_INCHR (inclusive) .. AS_PARSE_INPUT_LINE (exclusive)	AS_INCHR	AS_PARSE_INPUT_LINE	asrom	AS_INCHR	0xd553	AS_PARSE_INPUT_LINE	0xd559	resolved-range	ok
parseStringInputAndStore	src/core/asm_port_input.cpp	48	L_INSTART_1 (inclusive) .. L_INSTART_5 (exclusive)	L_INSTART_1	L_INSTART_5						unresolved	no-module-match
parseNumericInputAndStore	src/core/asm_port_input.cpp	93	L_INSTART_5 (inclusive) .. INPUT_MORE (exclusive)	L_INSTART_5	INPUT_MORE						unresolved	no-module-match
AS_FINDATA	src/core/asm_port_input.cpp	111	AS_FINDATA (inclusive) .. AS_INPDONE (exclusive)	AS_FINDATA	AS_INPDONE	asrom	AS_FINDATA	0xdca0	AS_INPDONE	0xdcc6	resolved-range	ok
AS_INPUT	src/core/asm_port_input.cpp	180	AS_INPUT (inclusive) .. AS_NXIN (exclusive)	AS_INPUT	AS_NXIN	asrom	AS_INPUT	0xdbb2	AS_NXIN	0xdbdc	resolved-range	ok
AS_READ	src/core/asm_port_input.cpp	212	AS_READ (inclusive) .. AS_INPUT_FLAG_ZERO (exclusive)	AS_READ	AS_INPUT_FLAG_ZERO	asrom	AS_READ	0xdbe2	AS_INPUT_FLAG_ZERO	0xdbe9	resolved-range	ok
AS_INPUT_FLAG_ZERO	src/core/asm_port_input.cpp	224	AS_INPUT_FLAG_ZERO (inclusive) .. AS_PROCESS_INPUT_LIST	AS_INPUT_FLAG_ZERO	AS_PROCESS_INPUT_LIST	asrom	AS_INPUT_FLAG_ZERO	0xdbe9	AS_PROCESS_INPUT_LIST	0xdbeb	resolved-range	ok
AS_PROCESS_INPUT_LIST	src/core/asm_port_input.cpp	233	AS_PROCESS_INPUT_LIST (inclusive) .. AS_NEXT (exclusive)	AS_PROCESS_INPUT_LIST	AS_NEXT	asrom	AS_PROCESS_INPUT_LIST	0xdbeb	AS_NEXT	0xdcf9	resolved-range	ok
AS_ERLIN	src/core/asm_port_input.cpp	316	AS_ERLIN (inclusive) .. AS_INPERR (exclusive)	AS_ERLIN	AS_INPERR	asrom	AS_ERLIN	0xdb7f	AS_INPERR	0xdb86	resolved-range	ok
AS_READERR	src/core/asm_port_input.cpp	325	AS_READERR (inclusive) .. AS_ERLIN (exclusive)	AS_READERR	AS_ERLIN	asrom	AS_READERR	0xdb7b	AS_ERLIN	0xdb7f	resolved-range	ok
AS_RESPERR	src/core/asm_port_input.cpp	331	AS_RESPERR (inclusive) .. AS_GET (exclusive)	AS_RESPERR	AS_GET	asrom	AS_RESPERR	0xdb87	AS_GET	0xdba0	resolved-range	ok
AS_INPERR	src/core/asm_port_input.cpp	347	AS_INPERR (inclusive) .. AS_RESPERR (exclusive)	AS_INPERR	AS_RESPERR	asrom	AS_INPERR	0xdb86	AS_RESPERR	0xdb87	resolved-range	ok
AS_INPUTERR	src/core/asm_port_input.cpp	356	AS_INPUTERR (inclusive) .. AS_READERR (exclusive)	AS_INPUTERR	AS_READERR	asrom	AS_INPUTERR	0xdb71	AS_READERR	0xdb7b	resolved-range	ok
AS_GET	src/core/asm_port_input.cpp	375	AS_GET (inclusive) .. AS_INPUT (exclusive)	AS_GET	AS_INPUT	asrom	AS_GET	0xdba0	AS_INPUT	0xdbb2	resolved-range	ok
AS_SHIFT_RIGHT_1	src/core/asm_port_math.cpp	59	AS_SHIFT_RIGHT_1 (inclusive) .. AS_SHIFT_RIGHT_2 (exclusive)	AS_SHIFT_RIGHT_1	AS_SHIFT_RIGHT_2	asrom	AS_SHIFT_RIGHT_1	0xe8da	AS_SHIFT_RIGHT_2	0xe8dc	resolved-range	ok
AS_SHIFT_RIGHT_2	src/core/asm_port_math.cpp	68	AS_SHIFT_RIGHT_2 (inclusive) .. AS_SHIFT_RIGHT (exclusive)	AS_SHIFT_RIGHT_2	AS_SHIFT_RIGHT	asrom	AS_SHIFT_RIGHT_2	0xe8dc	AS_SHIFT_RIGHT	0xe8f0	resolved-range	ok
AS_SHIFT_RIGHT	src/core/asm_port_math.cpp	90	AS_SHIFT_RIGHT (inclusive) .. AS_L (exclusive)	AS_SHIFT_RIGHT	AS_L	asrom	AS_SHIFT_RIGHT	0xe8f0	AS_L	0xe8fd	resolved-range	ok
AS_L	src/core/asm_port_math.cpp	110	AS_L (inclusive) .. AS_L_L_1 (exclusive)	AS_L	AS_L_L_1	asrom	AS_L	0xe8fd	AS_L_L_1	0xe903	resolved-range	ok
AS_L_L_1	src/core/asm_port_math.cpp	126	AS_L_L_1 (inclusive) .. AS_SHIFT_RIGHT_4 (exclusive)	AS_L_L_1	AS_SHIFT_RIGHT_4	asrom	AS_L_L_1	0xe903	AS_SHIFT_RIGHT_4	0xe907	resolved-range	ok
AS_SHIFT_RIGHT_4	src/core/asm_port_math.cpp	140	AS_SHIFT_RIGHT_4 (inclusive) .. AS_SHIFT_RIGHT_5 (exclusive)	AS_SHIFT_RIGHT_4	AS_SHIFT_RIGHT_5	asrom	AS_SHIFT_RIGHT_4	0xe907	AS_SHIFT_RIGHT_5	0xe911	resolved-range	ok
AS_SHIFT_RIGHT_5	src/core/asm_port_math.cpp	149	AS_SHIFT_RIGHT_5 (inclusive) .. AS_LOG (exclusive)	AS_SHIFT_RIGHT_5	AS_LOG	asrom	AS_SHIFT_RIGHT_5	0xe911	AS_LOG	0xe941	resolved-range	ok
AS_FADDH	src/core/asm_port_math.cpp	170	AS_FADDH (inclusive) .. AS_FSUB (exclusive)	AS_FADDH	AS_FSUB	asrom	AS_FADDH	0xe7a0	AS_FSUB	0xe7a7	resolved-range	ok
AS_FSUB	src/core/asm_port_math.cpp	185	AS_FSUB (inclusive) .. AS_FSUBT (exclusive)	AS_FSUB	AS_FSUBT	asrom	AS_FSUB	0xe7a7	AS_FSUBT	0xe7aa	resolved-range	ok
AS_FSUBT	src/core/asm_port_math.cpp	196	AS_FSUBT (inclusive) .. AS_FADD_1 (exclusive)	AS_FSUBT	AS_FADD_1	asrom	AS_FSUBT	0xe7aa	AS_FADD_1	0xe7b9	resolved-range	ok
AS_FADD_1	src/core/asm_port_math.cpp	213	AS_FADD_1 (inclusive) .. AS_FADD (exclusive)	AS_FADD_1	AS_FADD	asrom	AS_FADD_1	0xe7b9	AS_FADD	0xe7be	resolved-range	ok
AS_FADD	src/core/asm_port_math.cpp	228	AS_FADD (inclusive) .. AS_FADDT (exclusive)	AS_FADD	AS_FADDT	asrom	AS_FADD	0xe7be	AS_FADDT	0xe7c1	resolved-range	ok
AS_FADDT	src/core/asm_port_math.cpp	239	AS_FADDT (inclusive) .. AS_FADD_2 (exclusive)	AS_FADDT	AS_FADD_2	asrom	AS_FADDT	0xe7c1	AS_FADD_2	0xe7ce	resolved-range	ok
AS_FADD_2	src/core/asm_port_math.cpp	257	AS_FADD_2 (inclusive) .. AS_FADD_3 (exclusive)	AS_FADD_2	AS_FADD_3	asrom	AS_FADD_2	0xe7ce	AS_FADD_3	0xe7fa	resolved-range	ok
AS_FADD_3	src/core/asm_port_math.cpp	282	AS_FADD_3 (inclusive) .. AS_L_FADD_3_1 (exclusive)	AS_FADD_3	AS_L_FADD_3_1	asrom	AS_FADD_3	0xe7fa	AS_L_FADD_3_1	0xe806	resolved-range	ok
AS_L_FADD_3_1	src/core/asm_port_math.cpp	302	AS_L_FADD_3_1 (inclusive) .. AS_NORMALIZE_FAC_1 (exclusive)	AS_L_FADD_3_1	AS_NORMALIZE_FAC_1	asrom	AS_L_FADD_3_1	0xe806	AS_NORMALIZE_FAC_1	0xe829	resolved-range	ok
AS_NORMALIZE_FAC_1	src/core/asm_port_math.cpp	337	AS_NORMALIZE_FAC_1 (inclusive) .. AS_NORMALIZE_FAC_2 (exclusive)	AS_NORMALIZE_FAC_1	AS_NORMALIZE_FAC_2	asrom	AS_NORMALIZE_FAC_1	0xe829	AS_NORMALIZE_FAC_2	0xe82e	resolved-range	ok
AS_FADD_4	src/core/asm_port_math.cpp	348	AS_FADD_4 (inclusive) .. AS_NORMALIZE_FAC_3 (exclusive)	AS_FADD_4	AS_NORMALIZE_FAC_3	asrom	AS_FADD_4	0xe855	AS_NORMALIZE_FAC_3	0xe874	resolved-range	ok
AS_COMPLEMENT_FAC	src/core/asm_port_math.cpp	372	AS_COMPLEMENT_FAC (inclusive) .. AS_COMPLEMENT_FAC_MANTISSA	AS_COMPLEMENT_FAC	AS_COMPLEMENT_FAC_MANTISSA	asrom	AS_COMPLEMENT_FAC	0xe89e	AS_COMPLEMENT_FAC_MANTISSA	0xe8a4	resolved-range	ok
AS_COMPLEMENT_FAC_MANTISSA	src/core/asm_port_math.cpp	383	AS_COMPLEMENT_FAC_MANTISSA (inclusive) ..	AS_COMPLEMENT_FAC_MANTISSA		asrom	AS_COMPLEMENT_FAC_MANTISSA	0xe8a4			resolved-single	single-label-claim
AS_MUL10	src/core/asm_port_math.cpp	410	AS_MUL10 (inclusive) .. AS_L_MUL10_1 (exclusive)	AS_MUL10	AS_L_MUL10_1	asrom	AS_MUL10	0xea39	AS_L_MUL10_1	0xea4f	resolved-range	ok
AS_DIV10	src/core/asm_port_math.cpp	446	AS_DIV10 (inclusive) .. AS_DIV (exclusive)	AS_DIV10	AS_DIV	asrom	AS_DIV10	0xea55	AS_DIV	0xea5e	resolved-range	ok
AS_NEGATE_FAC	src/core/asm_port_math.cpp	465	AS_NEGOP (inclusive) .. AS_RTS_18 (exclusive)	AS_NEGOP	AS_RTS_18	asrom	AS_NEGOP	0xeed0	AS_RTS_18	0xeeda	resolved-range	ok
AS_COPY_FAC_TO_ARG_ROUNDED	src/core/asm_port_math.cpp	478	AS_COPY_FAC_TO_ARG_ROUNDED (inclusive) .. AS_RTS_14 (exclusive)	AS_COPY_FAC_TO_ARG_ROUNDED	AS_RTS_14	asrom	AS_COPY_FAC_TO_ARG_ROUNDED	0xeb63	AS_RTS_14	0xeb71	resolved-range	ok
AS_ROUND_FAC	src/core/asm_port_math.cpp	494	AS_ROUND_FAC (inclusive) .. AS_RTS_14 (exclusive)	AS_ROUND_FAC	AS_RTS_14	asrom	AS_ROUND_FAC	0xeb72	AS_RTS_14	0xeb71	skipped-ambiguous-range	end-not-greater-than-start
AS_INCREMENT_FAC_MANTISSA	src/core/asm_port_math.cpp	521	AS_INCREMENT_FAC_MANTISSA (inclusive) .. AS_RTS_12 (exclusive)	AS_INCREMENT_FAC_MANTISSA	AS_RTS_12	asrom	AS_INCREMENT_FAC_MANTISSA	0xe8c6	AS_RTS_12	0xe8d4	resolved-range	ok
AS_RTS_12	src/core/asm_port_math.cpp	535	AS_RTS_12 (inclusive) .. AS_OVERFLOW (exclusive)	AS_RTS_12	AS_OVERFLOW	asrom	AS_RTS_12	0xe8d4	AS_OVERFLOW	0xe8d5	resolved-range	ok
AS_OVERFLOW	src/core/asm_port_math.cpp	541	AS_OVERFLOW (inclusive) .. AS_SHIFT_RIGHT_1 (exclusive)	AS_OVERFLOW	AS_SHIFT_RIGHT_1	asrom	AS_OVERFLOW	0xe8d5	AS_SHIFT_RIGHT_1	0xe8da	resolved-range	ok
AS_LOAD_ARG_FROM_YA	src/core/asm_port_math.cpp	773	AS_LOAD_ARG_FROM_YA (inclusive) .. AS_FMULT (exclusive)	AS_LOAD_ARG_FROM_YA	AS_FMULT	asrom	AS_LOAD_ARG_FROM_YA	0xe9e3	AS_FMULT	0xe97f	skipped-ambiguous-range	end-not-greater-than-start
AS_COPY_ARG_TO_FAC	src/core/asm_port_math.cpp	788	AS_COPY_ARG_TO_FAC (inclusive) .. AS_MFA (exclusive)	AS_COPY_ARG_TO_FAC	AS_MFA	asrom	AS_COPY_ARG_TO_FAC	0xeb53	AS_MFA	0xeb55	resolved-range	ok
